Track ID,Title,Album,Artist,BPM,Comment,Composer,Genre,Grouping,ISRC,Lyrics,ProNumber,Release Date,Year,External ID,Tag category: Mood/feel,Tag category: Lyric themes,Tag category: Tempo,Tag category: Instrument,Tag category: Vocals,Tag category: Genre,Tag category: Type,Internal comment,Client comment,track_formats,Track created,mp3_url,Duration,Writer 1 Name,Writer 1 Percentage,Writer 1 PRO,Writer 1 Publisher,Writer 2 Name,Writer 2 Percentage,Writer 2 PRO,Writer 2 Publisher,Writer 3 Name,Writer 3 Percentage,Writer 3 PRO,Writer 3 Publisher,Writer 4 Name,Writer 4 Percentage,Writer 4 PRO,Writer 4 Publisher
73598281,DARK CLOUD - 4 - El Remix - INSTRO,Crawlin' Not Fallin',G Putnam Music,130,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Michael Douglas Scherer (33%) ASCAP,"Electronic, Dance, Pop",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00047,,914718597,,2024,,"Uplifting, Upbeat, Sexy, Rhythmic, Reflective, Positive, Party, Minimal, Fun, Energetic, Driving, Cool, Building, Bright, Atmospheric, Anthemic",,Midtempo,"Synth, Keyboard, drum machine",Instrumental,"Pop, Electronic, Dance, Ambient","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-01-27 01:33:16.702309+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ea3f8db1-0d49-4e15-94e4-47d14e7f7b22.mp3?response-content-disposition=attachment%3B%20filename%3D%2273598281.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=8DXhb%2Fce0tJ8idI3u7C%2FE7k4RyE%3D&Expires=1767994983,0:02:33,Patrik J Sheridan,33,ASCAP,G Putnam Music,Erik William Nelson,33,ASCAP,G Putnam Music,Gregory D Putnam,34,ASCAP,G Putnam Music,,,,
73701169,MAYBE TONIGHT - ROCK INSTRO,Rock Till We Drop,G Putnam Music,154,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,Classic Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00051,,896629686,,2023,,"Upbeat, Retro, Quirky, Positive, Playful, Happy, Gritty, Fun, Cool, Confident, Bright",,"Fast, Uptempo","Organ, Electric guitar, Drums, Bass, Acoustic guitar",Instrumental,"Vintage, Rock, Punk, Pop, Indie, Blues","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-01-30 15:55:37.952841+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/5d4aaf50-4925-4b07-a0b4-a0ec8bc75036.mp3?response-content-disposition=attachment%3B%20filename%3D%2273701169.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=RVdKmdM0o8%2B3UaTAuNBNo3rZOCI%3D&Expires=1767994983,0:03:19,Patrik J Sheridan,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
73701299,ESTOY BIEN,Festive,NATU Visinia,113,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Indie Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00110,"Strolled’ to a Cinco de Mayo party 
With a 6’er of Tecate 
Got hallway there n’ 
It poured like a tsunami
Drippin’ as I walked in
People stopped their talkin’ 
I cracked one op-en
Smiled & raised it high
Estoy bien
That’s how I am 
I’ll say it again 
Estoy bien
I’m alive
Good friends by my side 
Amigos, estoy bien 
Met a man they call Sargent Sam 
He lost a hand in Afghanistan
When people ask if he’s doin’ all right
He lifts his cup up high into the sky 
Estoy bien
That’s how I am 
I’ll say it again 
Estoy bien
I’m alive
Good friends by my side 
Amigos, estoy bien 
Hey, tonight could be the greatest 
Let's see where it will take us 
Queremos mas cervecas [Repeat] 
Estoy bien
That’s how I am 
I’ll say it again 
Estoy bien
I’m alive
Good friends by my side 
Amigos, estoy bien 
Estoy bien
That’s how I am 
I’ll say it again 
Estoy bien
I’m alive
Good friends by my side 
Amigos, estoy bien 
Hey, tonight could be the greatest 
Let's see where it will take us 
Queremos mas cervecas [Repeat]",911345674,,2023,,"Upbeat, Swagger, Retro, Quirky, Positive, Playful, Party, Happy, Fun, Cool, Confident, Bright","Party, Friendship, Celebration, Fun, Unity",Uptempo,"Organ, Horns, Electric guitar, Drums, Bass, Acoustic guitar",Male vocal,"Soul, Rock, Pop, Latin, Indie, Funk","Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-01-30 16:44:58.300336+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/93fea19f-f0a6-4c05-8f73-3d35bf8e7d3c.mp3?response-content-disposition=attachment%3B%20filename%3D%2273701299.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=NoBOJtk%2BuSJUYhs9sAPWxpZRU44%3D&Expires=1767994983,0:02:54,Gregory D Putnam,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,ERSHKINSONGS,,,,,,,,
73847525,RIGHT HERE RIGHT NOW - COVER,COVER,G Putnam Music,130,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",Jesus Jones,Reimagined,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00300,".
A woman on the radio talks about revolution
When it's already passed her by
Bob Dylan didn't have this to sing about
Didn't know it could feel this good to be alive

I was alive and I waited, waited
I was alive and I waited for this
Right here, right now
There is no other place I wanna be
Right here, right now
Watching the world wake up from history

I saw the decade end, when it seemed the world could change
At the blink of an eye
And if anything
Then there's your sign of the times

I was alive and I waited, waited
I was alive and I waited for this
Right here, right now

I was alive and I waited, waited
I was alive and I waited for this
Right here, right now
There is no other place I wanna be
Right here, right now
Watching the world wake up from history

Right here, right now
There is no other place I wanna be
Right here, right now
Watching the world wake up from history

Right here, right now
There is no other place I wanna be
Right here, right now
Watching the world wake up",,,2025,,"Uplifting, Upbeat, Sexy, Positive, Party, Hopeful, Fun, Energetic, Cool, Confident, Catchy, Bright","Youth, Together, Love, Life, Happiness, Good times, Feeling free, Empowerment, Dream, Discovery, Destiny, Change, Beautiful, Time","Uptempo, Midtempo","Synth, Percussion, Drums","Female vocal, Background vocals","Pop, Electronic, Dance","Recognizable, One stop, Mainstream, Easy-clear, Cover",,,"wav,mp3",2022-02-03 16:20:24.091022+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/361918b3-5e62-4ea3-816a-e2b49aedfd8a.mp3?response-content-disposition=attachment%3B%20filename%3D%2273847525.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=OO47HecikxERc1s4vWiSZWGLGlM%3D&Expires=1767994983,0:02:18,,,,,,,,,,,,,,,,
73875184,CAN'T GET IT OUT OF MY HEAD - ELO COVER,COVER,Cindy Youngren,78,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",Jeff Lynne,Reimagined 90s ROCK,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00299,"Midnight on the water
I saw the ocean's daughter
Walking on a wave she came
Staring as she called my nam
And I can't get it out of my head
No, I can't get it out of my head
Now my old world is gone for dead
'Cause I can't get it out of my head
Breakdown on the shoreline
Can't move. It's an ebb tide
Morning don't get here tonight
Searching for her silver light
And I can't get it out of my head
No, I can't get it out of my head
Now my old world is gone for dead
'Cause I can't get it out of my head
No, no
Bank job in the city
Robin Hood, William Tell, Ivanhoe and Lancelot
They don't envy me
Sitting 'til the sun goes down
In dreams the world keeps going round and round
And I can't get it out of my head
No, I can't get it out of my head
Now my old world is gone for dead
'Cause I can't get it out of my head
No, no
No, I can't get it out of my head
No, I can't get it out of my head
Now my old world is gone for dead
'Cause I can't get it out of my head
No, no, no, no",,,2024,,"Reflective, Minimal, Light, Atmospheric","Magic, Dream, Discovery, Destiny, Desire, Beautiful","Slow, Midtempo","Synth, Piano","Female vocal, Background vocals","Singer/songwriter, Ambient","Recognizable, One stop, Easy-clear, Cover",,,"wav,mp3",2022-02-04 03:49:47.828348+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/83ed44aa-c76a-422d-8af8-28d568b5f54c.mp3?response-content-disposition=attachment%3B%20filename%3D%2273875184.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=TvoXscOtnODLhGRauQfh8TDq06M%3D&Expires=1767994983,0:03:02,,,,,,,,,,,,,,,,
73907259,DARK CLOUD - 2 - Cello,Soft Female Country,G Putnam Music,70,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Alt Country,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00047,"Times come n’ go too fast 
The good ones seem to never last 
A wrong word at a wrong time 
Missin’ out on an obvious sign 
Guess no one was tellin’  
Th’ part about failin’ 
So, you shrug your shoulders n’ 
You turn around 
Where you goin’ now?  
What you gonna do?  
Where you goin’ now?  
When you’re followin’ a dark cloud… Where you gonna run?  
Where you gonna hide?  
Where you goin’ now?  
You’re followin’ a dark cloud…  
The 1st step is the last step
That's how far your gettin' gets
A circle's a puzzle n'
The cards are never shuffled (yet)
You always stay in
Just so you'll be playin'
You put your foot forward
Hopin' for solid ground
Where you goin’ now?  
What you gonna do?  
Where you goin’ now?  
When you’re followin’ a dark cloud… Where you gonna run?  
Where you gonna hide?  
Where you goin’ now?  
You’re followin’ a dark cloud… 
Stand up n’ be counted  
Somethin’ in your way, go ‘round it 
Earn what you deserve n’ 
Deserve what you earn 
When you can’t walk, then run 
Find your own way to the sun 
Find ways to feel proud 
Make a break from the dark cloud  
Oh what you gonna do?
Where you goin’ now?  
Stop followin' the dark cloud 
Where you gonna run?  
Oh, where you gonna hide?
Where you goin' now?
When you're followin' the dark cloud -
Stop followin’ that dark cloud…",893097887,,2024,,Reflective,"Survival, Searching, Hope, Friendship, Empowerment, Change, Carry on, Brand new day, Optimistic, Inspirational, Conflict, Connection, New beginning, Strength, Struggle","Slow, Downtempo","Synth, Strings, Drums, Bass, Acoustic guitar",Female vocal,"Singer/songwriter, Folk, Country","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-04 19:24:58.353033+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/eff550f2-11dc-4e83-b865-4f301dd0f446.mp3?response-content-disposition=attachment%3B%20filename%3D%2273907259.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=1XUi9FlPityeKQ515vqKHRS1aVU%3D&Expires=1767994983,0:03:27,Zach Garrett,50,ASCAP,G Putnam Music,Erik William Nelson,50,ASCAP,ERSHKINSONGS,,,,,,,,
73928045,TOO SOON,Vintage 90s,Cindy Youngren,93,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (100%) ASCAP,Rock,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00044,"When I see your eyes shine, oh the way they do
Makes me wonder if mine look the same way to you
When I’m in your eyes, I feel my heart pound
Feels like fantasy was meant to be found
Take hold of my hand n’
Let’s fly to the moon
There’s a fire bein’ fanned
And these moments end too soon
Boy, this feelin’s magic in a world grown so cold
There’s so much so, so plastic -- penetrates the soul
Fall into my eyes and let your heart feel
Tonight’s meant for love, let’s follow our free wills (so)
Take hold of my hand n’
Let’s fly to the moon
There’s a fire bein’ fanned
And these moments end too soon
Let’s run with the night n’ leave the world behind
This feelin’ feels so right, n’ there’s much more to find
Take hold of my hand n’
Let’s fly to the moon
There’s a fire bein’ fanned
And these moments end too soon
These moments end too soon
These moments end too soon",911312005,,2008,,"Upbeat, Swagger, Sexy, Retro, Powerful, Positive, Gritty, Energetic, Cool, Confident","Temptation, Survival, Searching, Love, Happiness, Freedom, Desire, Romance, Time","Uptempo, Midtempo","Electric guitar, Drums, Bass, Acoustic guitar","Female vocal, Background vocals","Rock, Country, Blues","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-05 09:52:25.517491+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/adaabeca-0b9c-47b8-9b50-b7df770f2bd9.mp3?response-content-disposition=attachment%3B%20filename%3D%2273928045.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=nnjXlDlhf1sWWl5TjhfnOMpPe58%3D&Expires=1767994983,0:02:46,Gregory D Putnam,100,ASCAP,G Putnam Music,,,,,,,,,,,,
73971801,COOL - HUMOROUS,Trad RICH n’ All,Anjanel Folkens,141,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,"Americana, Blues, Country",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00016,"Been wrestlin' with the devil n' 
Guess who's ahead? 
I'm the one with the shovel 
Diggin' my grave bed 
The devil may be winnin' but 
I'm not given' in - hell's a prison 
Call Father Thomas while  
I'm lookin' inside 
You can tell him I promise 
I'll still win this fight  
I say, devil, you met your match 
He starts gettin' mad - I just laugh 
It's not about fame n' jewels 
It's who rules  
The devil tells me he don't sleep 
Claims I'm weak - glares at me 
Says he'll turn up the heat  
I look at that fool n' 
I say cool 
I say cool 
I stay cool
I stay cool, yeah 
I say cool n' I say cool, yeah
I'm pitching my shovel 
From God's grace I won't fall 
This world needs more love  
I'm answerin' the call 
The devil won't win 
Don't let him in - say adios satan 
Let's look all around at what we're makin' 
What we're given' - what we're takin' 
Gonna come a day when all this is gone 
Don't ya wonder where you'll be goin'? 
It's not about fame n' jewels 
It's who rules  
The devil tells me he don't sleep 
Claims I'm weak - glares at me 
Says he'll turn up the heat  
I look at that fool n' 
I say cool 
I say cool 
I stay cool
I stay cool, yeah 
I say cool n' I say cool, yeah
It's not about fame n' jewels 
It's who rules  
The devil tells me he don't sleep 
Claims I'm weak - glares at me 
Says he'll turn up the heat  
I turn to that fool n' 
It's not about fame n' jewels 
It's who rules  
The devil tells me he don't sleep 
Claims I'm weak - glares at me 
Says he'll turn up the heat I say cool 
I look at the fool n'
I say cool 
I say cool 
I stay cool
I stay cool, yeah 
I say cool n' I say cool, yeah
I say cool.....stay cool ",893098603,,2022,,"Uplifting, Upbeat, Retro, Quirky, Positive, Playful, Happy, Fun, Confident, Bright","Survival, Searching, Freedom, Empowerment, Change, Believe, Strength, Struggle, Success, Unity","Fast, Uptempo","Electric guitar, Drums, Bass, Acoustic guitar","Female vocal, Background vocals",Country,"Recognizable, One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-07 04:40:42.105673+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/781540ed-85e5-40cd-bd55-4891f918930f.mp3?response-content-disposition=attachment%3B%20filename%3D%2273971801.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=D3MSiBY2FHLFFfXh5W%2B7%2BMdFyb0%3D&Expires=1767994983,0:03:06,Patrik J Sheridan,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
73980318,HEART'S OFF BREAK - INSTRO,Dance Steady,G Putnam Music,95,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,"Soul, Pop",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00135,,914886105,,2025,,"Uplifting, Upbeat, Sexy, Quirky, Positive, Playful, Party, Happy, Fun, Energetic, Cool, Confident, Catchy, Bright",,"Uptempo, Midtempo","Synth, Bass",Instrumental,"Soul, Pop, Funk, Electronic, Dance","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-07 15:08:44.173964+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/0777e558-4752-4dda-b3a3-63789c1259c4.mp3?response-content-disposition=attachment%3B%20filename%3D%2273980318.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=V4VW%2B0vdiwnfzephSLoBFSTBXLc%3D&Expires=1767994983,0:03:09,Gregory D Putnam,34,ASCAP,G Putnam Music,Erik William Nelson,33,ASCAP,ERSHKINSONGS,Faamanutuina (Natu) Visinia,33,ASCAP,G Putnam Music,,,,
73997218,SAYIN' GOODBYE,An Ash Bash,Ashleigh Brucker,88,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Patrik Sheridan (50%) ASCAP,Country,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00022,"Half answers don’t mean a thing 
Aint’ been nothin’ since I took your ring 
Understand—there’s times we been good 
But the rest's been a never-ending feud 
Depends on your mood 
You look at me - then you look away 
Searchin’ for the right words to say 
Can’t you see the feelin's long gone 
It went away – as lies started to come 
N’ (Babe) love just ain’t that strong
Look at my face  
Look into my eyes 
You can’t replace  
What you compromise 
No, don’t explain 
Don’t you even try 
‘Cause all that’s left is just sayin’ goodbye 
Half a world from time-to-time 
Ain’t enough love, least not to keep mine 
You n’ I, babe, yeah, we took a chance 
And we burned a blazin’ romance 
Now I only get in the way of your plans 
Look at my face  
Look into my eyes 
You can’t replace  
What you compromise 
No, don’t explain 
Don’t you even try 
‘Cause all that’s left is just sayin’ goodbye 
Look at us 
Look at what we become 
Nothin’ more than  
Two hearts on the run 
We’re findin’ love’s disappearin' 
You lost me when you stopped carin'
Look at my face  
Look into my eyes 
You can’t replace  
What you compromise 
No, don’t explain 
Don’t you even try 
‘Cause all that’s left is just sayin’ goodbye ",911307665,,,,"Retro, Reflective, Positive, Hopeful, Confident","Love, Heartbreak, Empowerment, Breakup",Midtempo,"Drums, Bass","Female vocal, Background vocals",Country,"One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-07 22:57:19.981844+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/7841ce4d-1228-4833-a47e-c6c1e035de1d.mp3?response-content-disposition=attachment%3B%20filename%3D%2273997218.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=m%2B6NbtGI%2BzZMpPtwStGr70JEapY%3D&Expires=1767994983,0:03:25,Gregory D Putnam,50,ASCAP,G Putnam Music,Patrik J Sheridan,50,ASCAP,G Putnam Music,,,,,,,,
74053220,CHASER - INSTRO,Sweet as Sexy,G Putnam Music,82,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (34%) ASCAP Erik Nelson (33%) ASCAP Faamanatuina Visinia (33%) ASCAP,"Rock, Pop",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00132,,,,2025,,"Uplifting, Upbeat, Swagger, Reflective, Powerful, Positive, Hopeful, Happy, Gritty, Fun, Energetic, Cool, Confident, Bright, Anthemic",,Uptempo,"Electric guitar, Drums, Bass",Instrumental,"Rock, Pop, Electronic, Cinema","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-09 02:38:21.654057+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/bbd97d3a-fd4e-4c10-a014-3d98be22eda3.mp3?response-content-disposition=attachment%3B%20filename%3D%2274053220.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=QrNWPgO51i84rjhyq1l4V1mLBbo%3D&Expires=1767994983,0:02:40,Gregory D Putnam,34,ASCAP,G Putnam Music,Erik William Nelson,33,ASCAP,ERSHKINSONGS,Faamanutuina (Natu) Visinia,33,ASCAP,G Putnam Music,,,,
74170651,INTO THE LIGHT - DUO Harmonies,Crawling NOT Falling,"Emily Hope, Erik W Nelson",95,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Erik Nelson (50%) ASCAP,Indie,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-22-00126,"Oooh
Ooooh

Pennies in a wishing well 
Searching for a magic spell 
Secrets that we'll never tell 
To anyone 
Where did we go in the past? 
Looking forward looking back 
All our dreams have come to pass
With ev'ryone 

Darkness screams n' darkness cries 
Til sun brings new day 
Another world - another life 
Let it go n' fade away 
Woo oh oh 
into the light 
Woo hoo oo 
Into ----- the ----------light 

Ooooh
Oooh",911224972,,2023,,"Reflective, Dreamy, Atmospheric","Youth, Winning, Survival, Searching, Power, Magic, Hope, Empowerment, Dream, Discovery, Carry on, Beautiful, Success, Time",Slow,"Synth, Drums","Male vocal, Female vocal","Indie, Folk, Ambient","Score, Recognizable, One stop, Easy-clear",,,"wav,mp3",2022-02-11 02:56:33.719296+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/883de164-97d0-4158-bc16-8dbef24c123a.mp3?response-content-disposition=attachment%3B%20filename%3D%2274170651.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=U65cY0qSt8xo9Yh5upj9iOORYUY%3D&Expires=1767994983,0:02:12,Erik William Nelson,50,ASCAP,G Putnam Music,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,
74291994,CRUISIN' ALONG - INSTRO,Scherer Delight,Michael Scherer,123,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,"CINEMATIC, FILM, Blues Piano",ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00303,,915315125,,2025,,"Warm, Uplifting, Swagger, Retro, Reflective, Positive, Playful, Party, Moody, Light, Hopeful, Gritty, Fun, Energetic, Driving, Cool, Confident, Catchy, Bright, Atmospheric, Edgy, Aggressive, Empowered, Authentic, Segments, ALL-In",,Slow,"Piano, Drums, Bass",Instrumental,"Jazz, Folk, Blues, Swing, Fusion (4+Genres Influence)","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-12 02:36:52.244405+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/21f7b7b1-c634-4773-b412-fffd1342c952.mp3?response-content-disposition=attachment%3B%20filename%3D%2274291994.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=hscaTyICbl1fLbt79hzqZjTMhDI%3D&Expires=1767994983,0:02:42,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,,,,,
74361966,FRIGHT FLIGHT - INSTRO,Scherer Desire,Michael Scherer,99,"HERE FOR YOUR EAR!

Let's please chat. 
 
ONE STOP 
Site: https/::www.gputnammusic.com 
Txt Greg Putnam @ 309-530-4626 
gputnam@gputnammusic.com  
ASCAP 802139278 (Writer)  
ASCAP 848819778 (Publisher) 
Featured songwriter recognized by TRO-ESSEX 
Several placements in past year.  
 
Thanks for listening! 
Greg",G Putnam (50%) ASCAP Michael Douglas Scherer (50%) ASCAP,Hip Hop,ONE STOP - G Putnam Music owns Masters & Publishing Control,QZ-GD6-21-00304,,915315125,,2024,,"Upbeat, Tension, Swagger, Sexy, Rhythmic, Quirky, Powerful, Playful, Percussive, Party, Mysterious, Happy, Fun, Energetic, Dramatic, Cool, Confident, Bright, Atmospheric, Atypical",,"Slow, Uptempo","Synth, Percussion",Instrumental,"Pop, Hip hop/rap, Electronic, Dance, Fusion (4+Genres Influence)","One stop, Mainstream, Easy-clear",,,"wav,mp3",2022-02-14 16:11:51.326790+00:00,https://l2-disco-data-us.s3.amazonaws.com/media/trackfiles/ff5cdee3-e5cf-4023-b7f6-8b7e2452162e.mp3?response-content-disposition=attachment%3B%20filename%3D%2274361966.mp3%22&AWSAccessKeyId=AKIARBQWSWOVHNCCOKFH&Signature=rAMTBfArmfRtwtl5VaCOAykKIwA%3D&Expires=1767994983,0:03:07,Gregory D Putnam,50,ASCAP,G Putnam Music,,,,,,,,,,,,
